evtID,CutID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh 
45352,49,-0.000200,-0.000498,0.107695,-0.012296,0.016867,-0.005622,-0.034775,0.003330 
45356,87,-0.000200,-0.000498,0.120061,-0.023826,-0.003339,0.013255,0.005979,0.022083 
45358,81,-0.000200,-0.000498,0.128805,-0.021279,-0.009565,0.011102,0.012772,0.018896 
45363,58,-0.000200,-0.000498,0.114961,-0.008669,0.005228,0.000771,-0.014398,0.006455 
45366,87,-0.000200,-0.000498,0.120802,-0.023956,-0.005778,0.012265,0.005979,0.022083 
45378,49,-0.000200,-0.000498,0.109928,-0.011514,0.015735,-0.003777,-0.034775,0.003330 
45384,59,-0.000200,-0.000498,0.120966,-0.007179,0.000032,0.002265,-0.000813,0.006455 
45385,71,-0.000200,-0.000498,0.104738,-0.020714,0.010384,0.003673,-0.021190,0.015832 
45387,66,-0.000200,-0.000498,0.116037,-0.014700,0.000213,0.005956,-0.000813,0.012706 
45393,59,-0.000200,-0.000498,0.103000,-0.008569,-0.000070,0.001831,-0.000813,0.006455 
45405,59,-0.000200,-0.000498,0.117692,-0.007084,-0.001626,0.002737,-0.000813,0.006455 
45408,59,-0.000200,-0.000498,0.115750,-0.007868,0.000686,0.003305,-0.000813,0.006455 
45409,64,-0.000200,-0.000498,0.102026,-0.019287,0.012787,0.000513,-0.027983,0.012706 
45415,80,-0.000200,-0.000498,0.116472,-0.021263,-0.000632,0.009007,-0.000813,0.018896 
45416,64,-0.000200,-0.000498,0.077814,-0.010205,0.011834,0.007946,-0.027983,0.012706 
45423,72,-0.000200,-0.000498,0.112611,-0.018246,0.002503,0.006269,-0.007606,0.015832 
45432,49,-0.000200,-0.000498,0.107152,-0.011403,0.015386,-0.004179,-0.034775,0.003330 
45433,60,-0.000200,-0.000498,0.125975,-0.009298,-0.007798,0.001918,0.012772,0.006455 
45439,64,-0.000200,-0.000498,0.102822,-0.017937,0.013824,0.001696,-0.027983,0.012706 
45441,80,-0.000200,-0.000498,0.115035,-0.021373,-0.001695,0.009976,-0.000813,0.018896 
45449,65,-0.000200,-0.000498,0.108505,-0.016698,0.007434,0.003661,-0.014398,0.012706 
45467,87,-0.000200,-0.000498,0.121373,-0.024623,-0.004780,0.013468,0.005979,0.022083 
45480,61,-0.000200,-0.000498,0.140214,-0.012077,-0.013716,0.001827,0.026357,0.006455 
45484,49,-0.000200,-0.000498,0.108774,-0.011300,0.015183,-0.003940,-0.034775,0.003330 
45485,54,-0.000200,-0.000498,0.148398,-0.011749,-0.020892,-0.001908,0.033149,0.003330 
45495,71,-0.000200,-0.000498,0.104533,-0.020260,0.009898,0.004443,-0.021190,0.015832 
45504,79,-0.000200,-0.000498,0.105976,-0.022492,0.007335,0.007317,-0.014398,0.018896 
45510,59,-0.000200,-0.000498,0.119769,-0.008184,-0.000980,0.003871,-0.000813,0.006455 
45512,80,-0.000200,-0.000498,0.115956,-0.021959,-0.001629,0.010170,-0.000813,0.018896 
45526,61,-0.000200,-0.000498,0.140567,-0.011940,-0.013791,0.000968,0.026357,0.006455 
45533,68,-0.000200,-0.000498,0.143258,-0.017441,-0.014817,0.005632,0.026357,0.012706 
45538,71,-0.000200,-0.000498,0.104404,-0.019785,0.009380,0.003625,-0.021190,0.015832 
45545,87,-0.000200,-0.000498,0.121241,-0.024348,-0.005548,0.011266,0.005979,0.022083 
45547,54,-0.000200,-0.000498,0.149064,-0.011207,-0.019202,-0.003518,0.033149,0.003330 
45550,66,-0.000200,-0.000498,0.118326,-0.015662,-0.000297,0.002858,-0.000813,0.012706 
45554,49,-0.000200,-0.000498,0.103927,-0.011299,0.016220,-0.005848,-0.034775,0.003330 
45557,74,-0.000200,-0.000498,0.135814,-0.019968,-0.012415,0.011040,0.019564,0.015832 
45562,79,-0.000200,-0.000498,0.106905,-0.022146,0.005817,0.007483,-0.014398,0.018896 
45570,86,-0.000200,-0.000498,-0.009844,-0.021766,0.002961,0.014581,-0.007606,0.022083 
